"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Simulation models in electronic learning systems developed for the control of interactive audiovisual students","D. Souilem; S. Boumiza; A. Bekiarski","UM-Al-QURRA University, Saoudi Arabia; Technical university of Sofia, Bulgaria; Technical university of Sofia, Bulgaria","2020 17th International Multi-Conference on Systems, Signals & Devices (SSD)","8 Mar 2021","2020","","","647","652","Our work focuses on one of the main actors in distance education who is the Tutor who intervenes to help the learner in critical situations of decision-making in his learning path. Our goal is to integrate an emotion recognition system into the tutor module of the e-Iearning platform to automate the task of tutoring. MOODLE platform is the online learning environment used. This platform is called “open and remote drive systems”, it has a user-friendly interface easy to manipulate by actors using it. Moodle is organized in blocks and has a modular architecture that makes it easy to add new blocks. Our goal is to contribute to the creation of an automatic tutor who can make the right decisions to guide the learner during a learning situation. These decisions are based on emotions extracted using an audiovisual Emotion Recognition System (ERS). For the design of this ERS system, we used two modeling approaches. The first approach is the workflow to model the decision-making block and the second is the connectionist approach used to model the emotion recognition block using a neural network. The system uses several algorithms for the analysis of the audiovisual information of which we cite PCA and MFCC.","2474-0446","978-1-7281-1080-6","10.1109/SSD49366.2020.9364185","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9364185","Tutor;emotion;e-learning;modeling;workflow;connectionist","Emotion recognition;Electronic learning;Decision making;Neural networks;Task analysis;Erbium;Principal component analysis","","","","12","IEEE","8 Mar 2021","","","IEEE","IEEE Conferences"
"Preparedness of Blended Education prior to SARS-COV-2 Pandemic via Google Classroom for the fifth Year Medical Students, Otolaryngology Rotation","A. Pilakasiri; S. Nivatwongs; S. Ratanathummawat","Department of Otolaryngology, Phramongkutklao Hospital, Bangkok, Thailand; Department of Otolaryngology, Phramongkutklao College of Medicine, Bangkok, Thailand; Department of Otolaryngology, Phramongkutklao College of Medicine, Bangkok, Thailand",2022 International Conference on Digital Government Technology and Innovation (DGTi-CON),"18 Aug 2022","2022","","","71","75","Background: Generally, we use face-to-face manner as a main method for teaching while some flipped classroom applied online to get more achievement. The Department of Otolaryngology, Phramongkutklao College of Medicine(PCM) has introduced the online Google Classroom (GC) to the fifth-year medical students, in the academic year of 2019. The main purpose of the online GC may be applied to the flipped classroom for the fifth-year medical students. Due to the SARS-COV-2 pandemic situation at the time of this academic year, each rotation should get a different learning method. Therefore, it appeared that the second to the seventh rotation from total 8 rotations learned by blended education. Face to face manner of teaching was applied first then it was switched to online GC. After that, the eighth rotation came at the same time of the SARS-COV-2 pandemic, they were switched to the online GC only. It may be very hard if the online teaching has not been prepared before the time comes. The purpose of this study was to report the result of the application of GC and difference between group of the second to seventh rotation and the group of eighth rotations. How, the first rotation was not included in the study since they had opportunity to learn only face to face procedure. Methods: This is a descriptive prospective study by data collection from 86 medical students of the second to eighth rotations while the eighth rotation studied 100% online. The variable data, including a general information, satisfaction, and tools for accessing the GC were obtained from the questionnaires given to the second to the eighth rotation of the fifth-year medical students. Besides, the daily quiz (DQ) created and evaluated by the second-year residents were preformed and analyzed for the relationship with multiple choice question marks, slide quiz marks, objective structured clinical examination marks and practical marks. Moreover, the questionnaires regarding the comparison between the Google Classroom and the Moodle (MD) were also given to the sixth to eight rotations. Results: From evaluation (of the full mark of 5) of satisfaction and usage, it was found that the satisfaction was 4.7, difficulty to access was 3.2, suitability of DQ was 4.5 as well as the content of pedagogy, bedside teaching and OPD teaching conform with DQ was 4.5. Information through GC was useful by 4.2. Convenience to do SDL through GC was 4.5. Preferring to do SDL through GC was 4.5 and believe that GC could reduce paper consumption was 4.8. Comparison between GC and MD, there were 66.7% (26/39) of students who answered the evaluation with 96.1% preferred GC. Among these, 80.8% thought GC was easier to access, and 76.9% thought GC was more user friendly than MD. Correlation analysis by Pearson correlation, it was found that rotation was related to slide quiz (p = 0.010) and PBL marks (p < 0.001). Those who had more numbers of answering quizzes would gain higher quiz marks (p < 0.001). Conclusion: Using of the blended education to familiarize students, faculty and support staffs with learning management system are important since if 100% online teaching is needed. The change from face to face to online could be easily performed. Almost of student preferred Google Classroom to Moodle.","","978-1-6654-9555-4","10.1109/DGTi-CON53875.2022.9849191","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9849191","Blended education;Google Classroom;SARS-COV-2;Online Teaching","Learning management systems;Electronic learning;Pandemics;Distance learning;Education;Switches;Internet","","","","10","Crown","18 Aug 2022","","","IEEE","IEEE Conferences"
"Collaborative learning through PBL and virtual monitoring","S. Balderas-Díaz; G. Guerrero-Contreras; M. D. C. De Castro-Cabrera","Department of Computer Science, University of Cádiz, Cádiz, Spain; Department of Computer Science, University of Cádiz, Cádiz, Spain; Department of Computer Science, University of Cádiz, Cádiz, Spain",2022 International Symposium on Computers in Education (SIIE),"19 Dec 2022","2022","","","1","6","E-learning has increased in recent years and has become an essential element in education. In this paper, we show how we have carried out a collaborative learning implementing a project-based learning and how analyzing information that the Moodle platform stores but does not display in a teacher-friendly way can be useful for professors to track learning evolution of the students effectively and efficiently. Twenty topics have been defined on which students could work in groups of 3-5 people and create a tutorial that would be made available to the rest of their peers. We have developed a Python script that processes a set of metrics such as concurrent connections, relationship between connections and students as well as between members of the groups and periods of connections. From this kind of interactions, we have related the degree of participation of each student, how each group has been involved, when the students of the same group have met in Moodle at the same time, and the grades obtained. In the PBL, 56 students have participated and at the end of the process we have obtained feedback from 38 students through a Likert-type survey. The results of the virtual monitoring show that peer-to-peer learning and continuous interaction among the members of the PBL groups reduce the isolation of the students in virtual environments and favor the successful completion of the course.","","978-1-6654-7464-1","10.1109/SIIE56031.2022.9982317","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9982317","e-learning;peer-to-peer learning;project-based learning (PBL);learning management systems;learning analytics","Measurement;Electronic learning;Federated learning;Education;Virtual environments;Collaboration;Tutorials","","","","13","IEEE","19 Dec 2022","","","IEEE","IEEE Conferences"
"Predicting at-risk students with LMS data: a comparison between Adaboost and LSTM algorithms","R. Battaglin; R. Munoz; V. C. Ramos; C. Cechinel","Universidade Federal de Santa Catarina, Araranguá, SC, Brasil; Universidad de Valparaiso, Valparaiso, Chile; Universidade Federal de Santa Catarina, Florianopólis, SC, Brasil; Universidade Federal de Santa Catarina, Araranguá, SC, Brasil",2022 XVII Latin American Conference on Learning Technologies (LACLO),"20 Jan 2023","2022","","","1","4","The prediction of students at-risk (dropout and failure) is a largely explored problem on Learning Analytics and Educational Data Mining. The present work compares the results of two different algorithms used to generate predictive models to early detect students at-risk, LSTM and Adaboost. This comparison aims to improve the performances of the models already implemented and integrated on a Moodle dashboard. For the comparison, data from a total of 122 students was collected from Moodle over four semester of an Introductory Programming course offered at Federal University of Santa Catarina (UFSC). Models were generated for each one of the 17 weeks of the semester, and their AUROC measures were then calculated and compared to evaluate the differences between LSTM and Adaboost. The results have shown that even though LSTM models presented a better performance than Adaboost, these differences were not statistically significant.","","978-1-6654-6521-2","10.1109/LACLO56648.2022.10013469","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10013469","LSTM;Learning Analytics;Educational Data Mining;at-risk students1","Media;Computational modeling;Predictive models;Prediction algorithms;Data mining;Analytical models;Visualization","","","","","IEEE","20 Jan 2023","","","IEEE","IEEE Conferences"
"To Do or not to Do Previous Homework in Computer Education","S. R. Sobral","REMIT, Universidade Portucalense, Porto, Portugal",2022 11th International Conference on Information Communication and Applications (ICICA),"23 Mar 2023","2022","","","34","39","The first contact of freshmen students with computer thinking and programming languages is not an easy task. There are several strategies that can be used before, during and after face-to-face classes. Flipped classes are a way to save time in activities that can be better done in the form of previous work - guided by the teacher. And the time gained in person can be used in tasks that are much more productive than traditional lectures. This study is based on an introductory programming semester of post lockdown COVID-19, initially with 101 students, with the strategy of providing study materials for students to work on before class (as in flipped classes). We use attendance in classes, access-work MOODLE, the two grades obtained during the semester, as well as some information about the student (age, course, gender, previous knowledge of programming languages), and the level that the students think it was their presence in classes and on MOODLE in the middle and at the end of the semester to measure the success of the experiment. It seems that this type of strategy can be excellent for students who attend classes weekly and do their homework, but it can be a cause of dropout if taken to the extreme.","","978-1-6654-9011-5","10.1109/ICICA56942.2022.00013","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10071004","programming fundamentals;novice students;flipped classroom","COVID-19;Computer languages;Education;Task analysis;Programming profession","","","","55","IEEE","23 Mar 2023","","","IEEE","IEEE Conferences"
"Moodleboard: Dynamic and Interactive Indicators for Teachers and Pedagogical Engineers","V. Sébastien; D. Sébastien; I. Timol; D. Gay; A. Cucchi; C. Porlier","Institut Indianocéanique du Numérique, University of Reunion Island, St. Denis, France; Direction des Usages du Numérique, University of Reunion Island, St. Denis, France; Institut Indianocéanique du Numérique, University of Reunion Island, St. Denis, France; Laboratoire d'Informatique et de Mathématiques, University of Reunion Island, St. Denis, France; Institut Indianocéanique du Numérique, University of Reunion Island, St. Denis, France; Institut Indianocéanique du Numérique, University of Reunion Island, St. Denis, France",2019 Conference on Next Generation Computing Applications (NextComp),"28 Oct 2019","2019","","","1","5","In this article, we present Moodleboard, a dynamic and interactive dashboard which can be used as a decision support tool by pedagogical engineers and Moodle platforms administrators. These users can explore various indicators in an interactive way in order to obtain statistics about online courses with different granularity levels, but also detect remarkable courses and their types, classify courses, detect misuses or innovations implemented by teaching or administrative teams in the organization. This work also aims at proposing models for digital courses in Moodle, in order to facilitate their adaptation to full-online distance learning.","","978-1-7281-1460-6","10.1109/NEXTCOMP.2019.8883651","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8883651","dashboard;learning analytics;decision support;pedagogical platform;clustering","Tools;Education;Data warehouses;Monitoring;Data visualization;Principal component analysis;Organizations","","","","10","EU","28 Oct 2019","","","IEEE","IEEE Conferences"
"Experiences with Hundreds of Similar and Customized Sites with DevOps","C. Rodríguez; G. Afonso; L. Di Cunzolo; M. Foster; L. Di Tommaso; F. G. Tinetti","Mikroways, La Plata, Argentina; Mikroways, La Plata, Argentina; Mikroways, La Plata, Argentina; Mikroways, La Plata, Argentina; Mikroways, La Plata, Argentina; Facultad de Informática, UNLP CIC Prov. Bs. As., La Plata, Argentina",2021 International Conference on Computational Science and Computational Intelligence (CSCI),"22 Jun 2022","2021","","","1031","1036","In this paper, we present the experience and guidelines for deploying and managing hundreds of Moodle sites for providing services to teachers and students in hundreds of Argentinian schools. The selected e-learning platform is Moodle open-source learning platform, which is personalized and adapted due to the (huge) heterogeneity of the Buenos Aires province public school system at pre-primary (aka initial, in Argentina), primary, and secondary (pre-university/tertiary) education levels. The general approach is that of the well-known DevOps process, given that it lets a natural integration of source code development as well as the infrastructure needed for supporting the runtime daily processing. A Fraction of the e-learning system heterogeneity at different school levels is handled via source code. Heterogeneous runtime daily operation requires automated infrastructure tasks management, such as workload balance, metrics collection and storage, performance visualization and alerting, backups, etc.","","978-1-6654-5841-2","10.1109/CSCI54926.2021.00014","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9799040","DevOps;Infrastructure;Virtualization;Workload Balance;Scalability","Measurement;Visualization;Runtime;Electronic learning;Codes;Scientific computing;Education","","","","52","IEEE","22 Jun 2022","","","IEEE","IEEE Conferences"
"Planning and Design of Online Peer Assessment Professional Development Training in Higher Education","K. Kumar; A. Lesuma-Fatiaki; N. Namositava; E. Varea; M. J. Hussein; J. Yusuf","School of Information Technology, Engineering Mathematics and Physics, The University of the South Pacific, Lautoka, Fiji; Centre for Flexible Learning, The University of the South Pacific, Suva, Fiji; Centre for Flexible Learning, The University of the South Pacific, Suva, Fiji; Centre for Flexible Learning, The University of the South Pacific, Suva, Fiji; Centre for Flexible Learning, The University of the South Pacific, Suva, Fiji; Centre for Flexible Learning, The University of the South Pacific, Suva, Fiji","2021 IEEE International Conference on Engineering, Technology & Education (TALE)","24 Jan 2022","2021","","","01","05","Due to the impact of COVID-19 pandemic, universities around the world have been compelled to rethink how they design and implement student assessment strategies. In addition, it has also led to a re-strategizing of how professional development of academics is carried out to mitigate this rethinking endeavor. In response, this work-in-progress paper presents an Open Educational Resource (OER) Professional Development (PD) training plan using the Learning Management System (LMS) known as MOODLE for the University of the South Pacific (USP). The proposed OER, PD training comprises of three modules and is scheduled to go live during the July semester break of 2021 over a three-week period. Module 1 - focuses on understanding the peer assessment strategy, Module 2 - presents a framework for Implementing Online Peer Assessment (OPA) using the MOODLE Workshop Tool and Module 3 - focuses on academics developing an assessment for OPA from their own courses and participating in OPA process. The paper provides considerable insights for Higher Education Institutes (HEI) in planning and designing online PD training on OPA for academics.","2470-6698","978-1-6654-3687-8","10.1109/TALE52509.2021.9678557","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9678557","Peer Assessment;Professional Development;Higher Education;Learning Management System","Training;COVID-19;Learning management systems;Pandemics;Conferences;Open Educational Resources;Planning","","","","27","IEEE","24 Jan 2022","","","IEEE","IEEE Conferences"
"Design of Music Teaching System Based on Virtual Reality Environment","W. Liang; F. Yuan; L. Ke","Hunan Institute of Traffic Engineering, Hengyang, Hunan, China; Hunan Institute of Information Technology, Changsha, Hunan, China; Hunan Urban Professional College, Changsha, Hunan, China",2021 IEEE International Conference on Advances in Electrical Engineering and Computer Applications (AEECA),"2 Nov 2021","2021","","","829","833","The traditional teaching mode of music teaching is analyzed in this paper. The virtual reality music teaching system is designed and developed in view of the singleness of teaching method and learning situation and the limitation of learning resources. The music teaching system combines music teaching with Moodle teaching platform based on network environment, and takes constructivism theory as the main theoretical basis. In the design of the system, according to the needs of specific courses, the function module plug-in of Moodle platform is developed. The system can meet the needs of specific courses and improve the application of teaching data in actual teaching activities. Teaching activities under the system environment have changed the roles of teachers and students. Experimental data show that learners are more free to choose learning time and space, and their learning methods are more flexible","","978-1-6654-3561-1","10.1109/AEECA52519.2021.9574363","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9574363","Teaching mode;Data fusion;Virtual reality environment","Learning systems;Electrical engineering;Conferences;Education;Virtual reality;Computer applications","","","","10","IEEE","2 Nov 2021","","","IEEE","IEEE Conferences"
"Student Academic Performance Prediction by using Decision Tree Algorithm","R. Hasan; S. Palaniappan; A. R. A. Raziff; S. Mahmood; K. U. Sarker","Department of Information Technology, Malaysia University of Science and Technology, Selangor, Malaysia; Department of Information Technology, Malaysia University of Science and Technology, Selangor, Malaysia; Department of Information Technology, Malaysia University of Science and Technology, Selangor, Malaysia; Department of Information Technology, Malaysia University of Science and Technology, Selangor, Malaysia; School of Informatics and Applied Mathematics, University Malaysia Terengganu, Terengganu, Malaysia",2018 4th International Conference on Computer and Information Sciences (ICCOINS),"28 Oct 2018","2018","","","1","5","This work explores student's academic performance using decision tree algorithm having parameters like Student's Academic Information and Students Activity. We collected records of 22 students from Spring 2017 semester, studying in undergraduate level from Oman's private Higher Education Institution. Proposed work utilizes Electronic Commerce Technologies module since it is a core module offered in every computing specialization. Furthermore, WEKA data mining tool is used to evaluate the decision tree algorithm for discovery of student's performance along with Moodle access time. Simulation results demonstrate that Random Forest Tree algorithm showed better accuracy than comparative decision tree algorithms. Hence, shows good agreement for the training set provided. Therefore, the proposed work aid in improving student's grades in the module. Helping stakeholders to analyze and evaluate the module delivery and results. Early detection and solution can be made both at the institutional level and module level.","","978-1-5386-4744-8","10.1109/ICCOINS.2018.8510600","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8510600","component;VLE;WEKA;Data mining;Classification;Decision tree","Data mining;Decision trees;Forestry;Tools;Prediction algorithms;Training","","60","","25","IEEE","28 Oct 2018","","","IEEE","IEEE Conferences"
"Significant learning activities (ASA) in the modality of face-to-face studies with integration of virtual educational media in Engineering careers","J. Llerena; R. Ayala-Carabajo","GiEACI Research group, Universidad Politécnica Salesiana, Guayaquil, Ecuador; GiEACI collaborator, Universidad Politécnica Salesiana, Guayaquil, Ecuador",2020 XV Conferencia Latinoamericana de Tecnologias de Aprendizaje (LACLO),"19 Mar 2021","2020","","","1","9","This study presents a set of significant learning activities (here called ASA) in various subjects of engineering careers of the Universidad Politécnica Salesiana, in the city of Guayaquil (academic period from May to September 2019) developed in the modality of face-to-face studies with the support of a virtual learning environment (Moodle platform) that adapts Kolb's instructional design. The application of an educational strategy that involves planning, integration, continuous evaluation and improvement of a set of significant learning activities (which respond to teaching, practical-experimental and autonomous work components) leads to generating real experiences to deepen learning, experimentation, dialogue and self-reflection for students, in a dynamic that integrates virtuality in a context of presence, making a solid contribution to the digital transformation of university education.","","978-1-7281-9268-0","10.1109/LACLO50806.2020.9381134","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9381134","Digital educational media;meaningful learning activity;instructional design","Engineering profession;Digital transformation;Education;Urban areas;Media;Solids;Planning","","15","","0","IEEE","19 Mar 2021","","","IEEE","IEEE Conferences"
"Proposal of conversational chatbots for educational remediation in the context of covid-19","K. Gaglo; B. M. Degboe; G. M. Kossingou; S. Ouya","Laboratory LIRT, Higher Polytechnic School, University Cheikh Anta Diop of Dakar, Senegal; Laboratory LIRT, Higher Polytechnic School, University Cheikh Anta Diop of Dakar, Senegal; Laboratory LIRT, Higher Polytechnic School, University Cheikh Anta Diop of Dakar, Senegal; Laboratory LIRT, Higher Polytechnic School, University Cheikh Anta Diop of Dakar, Senegal",2021 23rd International Conference on Advanced Communication Technology (ICACT),"10 Mar 2021","2021","","","354","358","This paper presents a conversational chatbots solution allowing, in the context of covid-19, to support, detect and reduce deficiencies and bring students to self-training in order to develop their skills. The chatbot intervenes during formative evaluations and identifies the student's misunderstandings and directs him/her at the end of the test towards the parts of the course dealing with the concepts that have not been mastered. In the context of covid-19, one of the barrier gestures being social distancing, face-to-face classes have been suspended. Many higher education institutions that were not prepared for e-learning suddenly switched to online courses in order not to lose the academic year. Students no longer have the follow-up that they had when they were learning face-to-face. The chatbot proposed in this work could help reduce the negative effects of the covid-19 pandemic on the students' level. To allow learners to have a standardized learning environment, we have developed a plugin of the Moodle learning environment using the chatbot based on the Natural Language Processing (NLP) of Artificial Intelligence. In this work we show how our conversational chatbot is used for pedagogical remediation by indicating to the learner which chapters of the course to revise according to the gaps highlighted by the chatbot.","1738-9445","979-11-88428-06-9","10.23919/ICACT51234.2021.9370946","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9370946","educational remediation;covid-19;chatbot;NLP;AI","COVID-19;Pandemics;Switches;Human factors;Chatbot;Social factors;Proposals","","15","","22","","10 Mar 2021","","","IEEE","IEEE Conferences"
"Gamification and educational computer games in open source learning management systems as a part of assessment","G. Tuparov; D. Keremedchiev; D. Tuparova; M. Stoyanova","Dep. of Informatics, New Bulgarian University, Sofia, Bulgaria; Dep. of Informatics, Dep. of Mathematics, South-West University “Neofit Rilski”, Blagoevgrad, Bulgaria; Dep. of Informatics, New Bulgarian University, Sofia, Bulgaria; Dep. of Informatics, Dep. of Mathematics, South-West University “Neofit Rilski”, Blagoevgrad, Bulgaria",2018 17th International Conference on Information Technology Based Higher Education and Training (ITHET),"6 Aug 2018","2018","","","1","5","The aims of the present study are to outline framework for identification of gamification features in open source e-learning environments and discuss a case study for gamification implementation in assessment activities, peer assessment and self-assessment in Moodle e- learning environment.","","978-1-5386-4623-6","10.1109/ITHET.2018.8424768","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8424768","assessment;peer assessment;self-assessment;gamification;educational computer games","Games;Electronic learning;Linear systems;Tools;Software;Computational modeling","","13","","16","IEEE","6 Aug 2018","","","IEEE","IEEE Conferences"
"Integration of virtual programming lab in a process of teaching programming EduScrum based","M. Cardoso; A. V. de Castro; A. Rocha","Instituto Superior de Engenharia, Instituto Politécnico do Porto, Porto, Portugal; Instituto Superior de Engenharia, Instituto Politécnico do Porto, Porto, Portugal; Faculdade de Ciências e Tecnologia, Universidade de Coimbra, Coimbra, Portugal",2018 13th Iberian Conference on Information Systems and Technologies (CISTI),"28 Jun 2018","2018","","","1","6","Learning programming languages is essential for computer applications development and naturally for the technology evolution. The conventional teaching model of the subjects of initiation to programming is based on a set of tasks that usually result in a series of difficulties for the students which leads to an exhaustive monitoring by the teachers. It turns out that one of the main problems is that students often do not know if their work is correct (i.e. whether it works for a pre-defined data set) until it is reviewed and evaluated by the teacher. In this context, the Virtual Learning Environment becomes an attractive and interesting tool to help teach (and learn) programming. One of these tools is VPL (Virtual Programming Lab) a plugin of Moodle (Modular Object-Oriented Dynamic Learning Environment). We believe that the use of VPL may represent a paradigm shift for students, but also, and especially for teachers, because teachers will have to spend much more time upstream to prepare tasks and activities, test the environment and verify validation of the data. However, it is important to note that downstream teacher effort can significantly reduce because students do not need as much attention given that feedback on the quality and functionality of the code developed is immediate. This work is a part of a PhD in Research at Information Technology in the University of Santiago de Compostela, Spain, and has been developed from the last 12 months. This Ph.D. research aims to analyze the VPL's integration potential in the programming teaching-learning process in higher education. It also aims to verify if, with VPL, it is possible to make student's learning more effective and autonomous, with less time and effort spent by teachers in assignments evaluation. In the present article, we will present a work-in-progress where we will show how VPL was introduced in a teaching-learning process supported on JAVA programming. The teaching method uses EduScrum methodology and is included in the course of Computer Engineering of the Department of Informatics Engineering of the School of Engineering of the Polytechnic Institute of Porto (ISEP / P.PORTO). The first results of this process will be presented.","","978-989-98434-8-6","10.23919/CISTI.2018.8399261","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8399261","Teaching programming;Virtual Programming Lab;EduScrum;Real-time validation;automatic assessment;innovation","Programming profession;Education;Task analysis;Tools;Servers;Java","","13","","16","","28 Jun 2018","","","IEEE","IEEE Conferences"
"Virtual Learning Environment in Lexical Skills Development for Active Vocabulary Expansion in Non-Language Students Who Learn English","E. B. Volodarskaya; A. S. Grishina; L. I. Pechinskaya","Institute of Humanities, Peter the Great St. Petersburg State Polytechnic University, St. Petersburg, Russia; Institute of Humanities, Peter the Great St. Petersburg State Polytechnic University, St. Petersburg, Russia; Institute of Humanities, Peter the Great St. Petersburg State Polytechnic University, St. Petersburg, Russia",2019 12th International Conference on Developments in eSystems Engineering (DeSE),"23 Apr 2020","2019","","","388","392","The paper examines problems related to development of lexical skills in non-language students when learning foreign languages exemplified by the English language. The authors analyse common aspects of active vocabulary expansion techniques, specify and clarify the necessity of Moodle virtual learning environment implementation as a tool for self-directed vocabulary learning. Based on the study findings, the authors conclude that lexical skills development can be improved, particularly active vocabulary expansion, transfer of words from the passive to the active vocabulary and overcoming a fear of producing monologues and participating in dialogues due to an active vocabulary deficit.","2161-1351","978-1-7281-3021-7","10.1109/DeSE.2019.00077","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9073380","virtual learning environment;educational process optimization;self-directed learning;lexical unit;active vocabulary;immersive learning.","Vocabulary;Education;Monitoring;Optimization;Buildings;Internet;Tools","","12","","25","IEEE","23 Apr 2020","","","IEEE","IEEE Conferences"
"AttenFace: A Real Time Attendance System Using Face Recognition","A. Rao","International Institute of Information Technology, Hyderabad, Hyderabad, India",2022 IEEE 6th Conference on Information and Communication Technology (CICT),"4 Jan 2023","2022","","","1","5","The current approach to marking attendance in colleges is tedious and time consuming. I propose AttenFace, a standalone system to analyze, track and grant attendance in real time using face recognition. Using snapshots of class from live camera feed, the system identifies students and marks them as present in a class based on their presence in multiple snapshots taken throughout the class duration. Face recognition for each class is performed independently and in parallel, ensuring that the system scales with number of concurrent classes. Further, the separation of the face recognition server from the back-end server for attendance calculation allows the face recognition module to be integrated with existing attendance tracking software like Moodle. The face recognition algorithm runs at 10 minute intervals on classroom snapshots, significantly reducing computation compared to direct processing of live camera feed. This method also provides students the flexibility to leave class for a short duration (such as for a phone call) without losing attendance for that class. Attendance is granted to a student if he remains in class for a number of snapshots above a certain threshold. The system is fully automatic and requires no professor intervention or any form of manual attendance or even camera set-up, since the back-end directly interfaces with in-class cameras. AttenFace is a first-of-its-kind one-stop solution for face-recognition-enabled attendance in educational institutions that prevents proxy, handling all aspects from students checking attendance to professors deciding their own attendance policy, to college administration enforcing default attendance rules.","","978-1-6654-7312-5","10.1109/CICT56698.2022.9998001","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9998001","real-time attendance;face recognition;software architecture;deep learning","Face recognition;Software algorithms;Manuals;Cameras;Real-time systems;Software;Information and communication technology","","12","","14","IEEE","4 Jan 2023","","","IEEE","IEEE Conferences"
"Academic Performance’ Dynamics of Generation Z Representatives (Electrical Engineering Students and Other Specialties) During the Transition to E-learning in Covid-19 Crisis","D. Zagirniak; K. Sizova; R. Bilous; S. Soshenko; L. Herasymenko; A. Shmeleva","Kremenchuk Mykhailo Ostrohradskyi, National University, Kremenchuk, Ukraine; Kremenchuk Mykhailo Ostrohradskyi, National University, Kremenchuk, Ukraine; Kremenchuk Mykhailo Ostrohradskyi, National University, Kremenchuk, Ukraine; Kremenchuk Mykhailo Ostrohradskyi, National University, Kremenchuk, Ukraine; Kremenchuk Mykhailo Ostrohradskyi, National University, Kremenchuk, Ukraine; Kremenchuk Mykhailo Ostrohradskyi, National University, Kremenchuk, Ukraine",2021 IEEE International Conference on Modern Electrical and Energy Systems (MEES),"16 Nov 2021","2021","","","1","4","The purpose of the research is to study the dynamics of academic achievement of the Ukrainian generation Z during the transition to e-learning due to the COVID-19 pandemic. The relevance of the chosen topic is due to the fact that the study of the dynamics of students’ academic performance during the transition to a distance format in a pandemic COVID-19 provides an opportunity to explore the benefits of this form, as well as identify problem areas. To achieve this goal, the following tasks were set and solved: the students’ academic performance was monitored at the end of the fall and spring semesters of 2019-2020 (i.e. before the beginning of distance learning and after the end of the academic year in the distance format) to identify the dynamics of success and clarify its correlation with such indicators as gender, year of study (graduation or non-graduation), speciality profile. A survey of students was conducted to study the attitude to e-learning and identify the most popular platforms and tools for distance learning. Based on the results of monitoring and survey, the specifics of Generation Z in terms of academic performance in e-learning is analysed and recommendations are developed. The study confirmed the hypothesis that representatives of Generation Z show higher academic performance in e-learning compared to the traditional form. The results of the survey showed that most of the respondents have a positive attitude to e-learning, although they consider it as a temporary option in a crisis. The main advantages of e-earning students consider the ability to focus on specialized subjects and flexible time planning for learning; the main disadvantages are the lack of real communication and instant feedback. The most popular platforms (means) of elearning were Moodle and Zoom.","","978-1-6654-2366-3","10.1109/MEES52427.2021.9598642","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9598642","academic performance;generation Z;e-learning;COVID-19 pandemic;platforms (means) of e-learning","COVID-19;Electrical engineering;Computer aided instruction;Electronic learning;Pandemics;Tools;Planning","","11","","25","IEEE","16 Nov 2021","","","IEEE","IEEE Conferences"
