"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Interoperabilidad entre herramientas educativas online: Estandar LTI","M. d. L. A. G. López; F. M. Bonomi; A. Ballesteros; Q. Franco","Dpto. De Electricidad, Electrónica y Computación, Facultad de Ciencias Exactas y Tecnología de la Universidad Nacional de Tucumán, Tucumán, Argentina; Dpto. De Electricidad, Electrónica y Computación, Facultad de Ciencias Exactas y Tecnología de la Universidad Nacional de Tucumán, Tucumán, Argentina; Dpto. De Electricidad, Electrónica y Computación, Facultad de Ciencias Exactas y Tecnología de la Universidad Nacional de Tucumán, Tucumán, Argentina; Dpto. De Electricidad, Electrónica y Computación, Facultad de Ciencias Exactas y Tecnología de la Universidad Nacional de Tucumán, Tucumán, Argentina",2022 IEEE Biennial Congress of Argentina (ARGENCON),"9 Nov 2022","2022","","","1","7","Research professors from the Facultad de Ciencias Exactas y Tecnología (FACET) of the Universidad Nacional de Tucumán (UNT) are developing a comprehensive system that involves software and hardware to implement remote laboratories in UNT engineering careers. The proposed system involves remote experiences of basic Experimental Physics of the Basic Cycle of Engineering careers, from the areas of Digital Systems, Telecommunications and Automation and Control, all belonging to the Electronic, Biomedical and Computer Engineering careers. The web applications that manage these experiences are hosted on a external server to the one that hosts the educational platform. The work presents a standard and secure way to establish the interoperability of these servers based on the LTI (Learning Tools Interoperability) tool. The basic concepts of learning management systems and the Facet Virtual platform (Moodle) are presented as an example of them. Describes a standardized interoperability protocol, with its versions, differences and architecture. The requirements of a server tool for authentication and authorization of online learning resources are aimed. LTI version 1.3 is presented as the version adopted for deployment and shows a way to carry it out. Currently, the project is in its last stage of execution and it is expected to incorporate FACET-UNT as a node in the Collaborative Network of Remote Laboratories of the Consejo federal de Decanos de Ingeniería (CONFEDI).","","978-1-6654-8014-7","10.1109/ARGENCON55245.2022.9940096","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9940096","e-learming;Internet of the things;Remote Systems;LTI;Interoperability","Linear systems;Remote laboratories;Protocols;Engineering profession;Software;Telecommunications;Servers","","","","0","IEEE","9 Nov 2022","","","IEEE","IEEE Conferences"
"Teaching & Learning Analytics for Data-Based Optimization of Teaching and Learning Processes in Courses with Blended Learning","L. Mehnen; B. Pohn; M. Blaickner; T. Mandl; I. Dregely","Faculty Computer Science & Applied Mathematics, University of Applied Sciences Technikum Wien; Faculty Computer Science & Applied Mathematics, University of Applied Sciences Technikum Wien; Faculty Computer Science & Applied Mathematics, University of Applied Sciences Technikum Wien; Faculty Computer Science & Applied Mathematics, University of Applied Sciences Technikum Wien; Faculty Computer Science & Applied Mathematics, University of Applied Sciences Technikum Wien","2022 International Conference on Software, Telecommunications and Computer Networks (SoftCOM)","18 Oct 2022","2022","","","1","5","Learning Management Systems (LMS), such as Moodle, enable the rapid progress of digitisation in teaching, which is no longer only taking place in the lecture hall, but increasingly “online” and asynchronously. New didactic concepts (blended learning, “flipped classroom”) consist of alternating self-learning and face-to-face phases, with the former taking place in the LMS, i.e. online. However, no analysis has yet been carried out as to how students act with the material in the self-learning phase, or the teachers are not provided with any information about the learning progress of the students during the self-learning phase. In this paper, concepts of learning and teaching analytics are presented to answer these questions and to integrate the measures derived from them into the teaching processes in a sustainable manner.","1847-358X","978-953-290-117-7","10.23919/SoftCOM55329.2022.9911349","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9911349","teaching analytics;learning analytics;learning management systems;artificial intelligence","Learning management systems;Education;Materials reliability;Software;Real-time systems;Telecommunications;Hybrid learning","","","","14","","18 Oct 2022","","","IEEE","IEEE Conferences"
"Exploring the Impact of Educational Serious Game in a Gamified LMS","M. Sotirov; V. Petrova; D. Nikolova-Sotirova","Department of Information Technologies, Nikola Vaptsarov Naval Academy, Varna, Bulgaria; Department of Information Technologies, Nikola Vaptsarov Naval Academy, Varna, Bulgaria; Department of Information Technologies, Nikola Vaptsarov Naval Academy, Varna, Bulgaria",2024 International Conference Automatics and Informatics (ICAI),"28 Jan 2025","2024","","","307","312","This study explores the impact of integrating gamification into Learning Management Systems (LMS) and developing educational serious games to enhance student engagement, motivation, and academic performance. By implementing game elements such as points, badges, levels, storylines, and interactive challenges within Moodle and the ""World of Mindcraft"" educational serious game, the research aims to create a dynamic and motivating educational environment for first-year cybersecurity students at Nikola Vaptsarov Naval Academy. The findings indicate significant improvements in student motivation, engagement, and academic performance, demonstrating the potential of gamification and educational serious games to support and enhance traditional educational methods.","","979-8-3503-5390-7","10.1109/ICAI63388.2024.10851521","Ministry of Education and Science; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10851521","Gamification;Educational Serious Games;Learning Management Systems;Student Engagement;Academic Performance","Learning management systems;Games;Transforms;Serious games;Informatics;Computer security;Immersive learning","","","","9","IEEE","28 Jan 2025","","","IEEE","IEEE Conferences"
"Exploring the use of Wiris in the evaluation at an online course","E. M. M. Ballon; F. L. R. Gomez","Dirección de Estudios Generales, Universidad Católica de Santa María, Arequipa, Perú; Facultad de Ciencias e Ingenierías Físicas y Formales, Universidad Católica de Santa María, Arequipa, Perú",2022 XII International Conference on Virtual Campus (JICV),"16 Nov 2022","2022","","","1","4","The change to the virtual study modality brought with it new opportunities for teaching and evaluation that were not contemplated in face-to-face learning. The assessment was one of the aspects that changed the most, and although learning platforms such as Moodle or Blackboard provide teachers with a variety of assessment tools, these are sometimes insufficient, particularly in statistics and mathematics courses. This is the reason why the teachers at Universidad Católica de Santa María were provided with the Wiris tool, which consists of a system that goes beyond the usual types of questions, adding functionalities for evaluation and feedback. Considering the background, this article seeks to describe the experience of the teachers with the implementation of Wiris, in addition to discussing some of its advantages and disadvantages, and commenting on the contribution it makes to the formative evaluation.","","978-1-6654-5106-2","10.1109/JICV56113.2022.9934778","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9934778","Wiris;mathematics;assessment;feedback.","Education;Mathematics","","","","10","IEEE","16 Nov 2022","","","IEEE","IEEE Conferences"
"The challenge from remote to blended learning since the COVID-19 pandemic: the case of Operational Research in Industrial Engineering","N. Furlan; R. Pringles; A. F. Palma; G. Escrivá; V. Lorenzo","Departamento de Ingeniería Electromecánica, Universidad Nacional de San Juan, San Juan, Argentina; Instituto de Energía Eléctrica, Universidad Nacional de San Juan CONICET, San Juan, Argentina; Departamento de Ingeniería Electromecánica, Universidad Nacional de San Juan, San Juan, Argentina; Departamento de Ingeniería Electromecánica, Universidad Nacional de San Juan, San Juan, Argentina; Departamento de Filosofía y Ciencias de la Educación, Universidad Nacional de San Juan, San Juan, Argentina",2022 IEEE Biennial Congress of Argentina (ARGENCON),"9 Nov 2022","2022","","","1","8","This work describes the didactic experience made in the period 2020-2021 in Operations Research course in Industrial Engineering of the Faculty of Engineering of the National University of San Juan. Shifting to remote learning we made faster and deeper the methodological and technical changes in the teaching-learning process designed before pandemic. Both were based on the digital transformation of education and efforts to reform engineering education in Argentina: in order to meet the demands of this dynamic world, engineering programs are challenged to find innovative ways to teach classes so that graduates are prepared in soft skills as well as technical skills. The UNSJ Distance Education System made the Moodle platform immediately and massively available. This allowed us to make an abrupt transformation of the learning space. We use the flipped classroom method, design activities to promote transversal skills and modify the forms of evaluation. In response, the students have shown a strong commitment to the proposal, an important responsibility in group activities and a very good connection with virtual tools. In the post-pandemic we will opt a blend learning, to enhance the benefits of online and face-to-face teaching and tend to design a student-centered learning methodology.","","978-1-6654-8014-7","10.1109/ARGENCON55245.2022.9940034","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9940034","blended learning;flipped classroom;transversal skills;student-centered learning","Operations research;Electronic learning;Pandemics;Distance learning;Optimized production technology;Industrial engineering;Proposals","","","","0","IEEE","9 Nov 2022","","","IEEE","IEEE Conferences"
"Analytical Evaluation and Experimental Study of the Developed Web-Application - Space Information Systems and Technologies - for Student Training and Control in English Language","N. Kopylova; P. Hockicko","Foreign Languages Department, National Research University “Moscow Power Engineering Institute” NRU “MPEI”, Moscow, Russia; Department of Physics, Faculty of Electrical Engineering and Information Technology, University of Žilina, Žilina, Slovakia",2024 ELEKTRO (ELEKTRO),"19 Jun 2024","2024","","","1","5","The relevance of the chosen topic lies in the fact that the development of an information system for teaching and controlling students in English in the training program “Informatics and Computer Science” can compete with other analogues. The developed web application corresponds to educational tasks and its content depends on the necessary needs of technical university students. This will help to improve the quality of the pedagogical process at the university, simplify and facilitate it both on the part of teachers and students, thereby reducing the teachers’ burden of the discipline “Foreign Language” and increasing the assimilation of this discipline by students based on their interest. Currently, more and more attention is paid to E-learning and distance technologies, which are actively used in the university both independently and mixed with a blended type of education. The systems of learning management are considered, their similarities and differences are presented. The examples are given describing the most popular LMS systems today. An analytical evaluation of the developed information system for teaching and controlling students in English in the training program “Informatics and Computer Science” was carried out, which was realized with respect to four existing distance learning systems, namely: MOODLE, Claroline, Atutor and OpenACS. The main criteria by which the experimental study was carried out were determined, the advantages and disadvantages were identified.","2691-0616","979-8-3503-7235-9","10.1109/ELEKTRO60337.2024.10557057","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10557057","information system;web-technologies;distance learning systems;E-learning;distance learning","Training;Computer science;Visualization;Computer aided instruction;Information science;Electronic learning;Process control","","","","14","IEEE","19 Jun 2024","","","IEEE","IEEE Conferences"
"A Systematic Literature Review on Personalized Adaptive Gamification","T. P. Rinjeni; N. A. Rakhmawati; R. Nadlifatin","Information Systems, Institut Teknologi Sepuluh Nopember, Surabaya, Indonesia; Information Systems, Institut Teknologi Sepuluh Nopember, Surabaya, Indonesia; Information Systems, Institut Teknologi Sepuluh Nopember, Surabaya, Indonesia","2022 International Conference on Computer Engineering, Network, and Intelligent Multimedia (CENIM)","9 Feb 2023","2022","","","218","223","The development of adaptive and personalized gamification according to its users is the focus of current research to maximize learning systems. The same games may have different consequences and responses in different users; therefore, gamification should be adaptive and personalized. A variety of approaches are used to investigate personalized adaptive gamification. For this reason, this study aims to develop a Systematic Literature Review (SLR) that summarizes current research and finds new gaps in personalized adaptive gamification. The development of SLR in this study discovers twenty-three papers taken from reputable sources from 2017 to 2022. This study identified user characteristics, game elements, and implementations of personalized adaptive gamification. Analysis shows that Hexad Player Type is famous for its user characteristics, while leaderboard is the gamification element that is frequently used. Moodle Learning Management System and Chi-Square Test are the most popular platform and analytics tools.","","978-1-6654-7650-8","10.1109/CENIM56801.2022.10037386","Institut Teknologi Sepuluh Nopember(grant numbers:1821/PKS/ITS/2022); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10037386","Gamijication;Personalized;Learning;Personality;Adaptive","Learning management systems;Adaptive systems;Systematics;Electronic learning;Databases;Bibliographies;Avatars","","","","35","IEEE","9 Feb 2023","","","IEEE","IEEE Conferences"
"Usability Evaluation of EvalCOMIX-FLOASS: A Virtual Environment for the Assessment of Learning Outcomes","N. H. Rodríguez; J. L. Isla Montes; A. Balderas","Department of Computer Science and Engineering, University of Cadiz, Puerto Real, España; Department of Computer Science and Engineering, University of Cadiz, Puerto Real, España; Department of Computer Science and Engineering, University of Cadiz, Puerto Real, España",2024 International Symposium on Computers in Education (SIIE),"29 Jul 2024","2024","","","1","6","EvaICOMIX-FLOASS is a virtual environment implemented as a web service integrated into Moodle that allows the assessment of learning outcomes. To that end, EvaICOMIX-FLOASS allows the development of various assessment tools and the integration of different assessment strategies, such as peer assessment or self-assessment. In this way, the tool facilitates the task of evaluating learning outcomes and, at the same time, allows determining the extent to which related competencies have been achieved. With the aim of promoting technology transfer and improving user interaction with the tool, a comprehensive usability evaluation was carried out with users, both teachers and students, as well as an evaluation carried out by usability experts. In this paper we present the methodology used for the evaluation and the results obtained after analysing the information collected. The results highlight the relevance of conducting usability evaluations in the context of educational tools.","2476-2172","979-8-3503-7661-6","10.1109/SIIE63180.2024.10604474","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10604474","Usability Evaluation;Evaluation;Learning outcomes assessment","Computers;Time-frequency analysis;Web services;Education;Virtual environments;Technology transfer;Usability","","","","13","IEEE","29 Jul 2024","","","IEEE","IEEE Conferences"
"Enhancing the Early Student Dropout Prediction Model Through Clustering Analysis of Students’ Digital Traces","J. Pecuchova; M. Drlik","Department of Informatics, Faculty of Natural Sciences and Informatics, Constantine the Philosopher University in Nitra, Nitra, Slovakia; Department of Informatics, Faculty of Natural Sciences and Informatics, Constantine the Philosopher University in Nitra, Nitra, Slovakia",IEEE Access,"5 Nov 2024","2024","12","","159336","159367","Educational Data Mining and learning analytics have gained significant prominence in recent years, garnering attention from researchers worldwide. This is primarily due to their potential to improve decision-making processes within higher education. This study utilizes Educational Data Mining to suggest a clustering-based approach for classifying students based on their academic performance, specifically focusing on their interactions within Learning Management Systems in blended learning settings. Log data from the Learning Management System Moodle platform was analyzed to determine if valuable insights could be derived from student activities without the need for personal or invasive data. Given the large dataset, Principal Component Analysis and Uniform Manifold Approximation and Projection were employed for dimensionality reduction. Three unsupervised learning models—BIRCH, DBSCAN, and GMM—were then applied to identify distinct student clusters. The results from the comparison revealed that the BIRCH algorithm was the most effective in accurately categorizing students based on their activities. Further analysis of identified clusters revealed a strong correlation between student engagement and academic outcomes, with two high-risk clusters demonstrating the highest dropout rates. To better understand the reasons behind the found clusters, the course duration was subsequently divided into intervals, and standard machine learning methods were applied to predict at-risk students over time, confirming that early identification of at-risk students using clustering is feasible. This study demonstrates the efficacy of non-invasive data collection and unsupervised learning models in predicting student success, emphasizing the importance of temporal and content-specific analysis. The proposed approach leverages clustering algorithms to enhance the understanding of student behavior by identifying patterns and grouping students with similar learning and engagement profiles. This supports the development of targeted interventions that are tailored to specific student needs, ultimately improving retention and success.","2169-3536","","10.1109/ACCESS.2024.3486762","Scientific Grant Agency of the Ministry of Education of Slovak Republic and Slovak Academy of Sciences(grant numbers:VEGA-1/0490/22); European Commission ERASMUS+ Program 2021(grant numbers:2021-1-SK01-KA220-HED-000032095); European Union (EU) NextGenerationEU through the Recovery and Resilience Plan for Slovakia(grant numbers:09I03-03-V04-000596); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10736593","Educational data mining;learning analytics;clustering analysis;dropout prediction","Clustering algorithms;Prediction algorithms;Machine learning;Education;Predictive models;Data mining;Machine learning algorithms;Data models;Analytical models;Standards","","","","25","CCBYNCND","28 Oct 2024","","","IEEE","IEEE Journals"
"The use of artificial intelligence in learning management systems in the context of higher education : Systematic literature review","R. Manhiça; A. Santos; J. Cravino","Escola de Ciências e Tecnologia, Universidade de Trás-os-Montes e Alto Douro (UTAD), Vila Real, Portugal; Escola de Ciências e Tecnologia, Universidade de Trás-os-Montes e Alto Douro (UTAD), Vila Real, Portugal; Escola de Ciências e Tecnologia, Universidade de Trás-os-Montes e Alto Douro (UTAD), Vila Real, Portugal",2022 17th Iberian Conference on Information Systems and Technologies (CISTI),"14 Jul 2022","2022","","","1","6","Artificial intelligence (AI) has been developing, and its application is spreading at a good pace in recent years, so much so that AI has become part of everyday life in various sectors. According to several international reports, AI in Education is one of the emerging fields of technology in the education sector, from where much research is being developed to support educational processes. This paper aims to provide an overview of the research on AI applications in education management systems (LMS) in higher education through a systematic literature review following the protocol proposed by Kitchenham [1]. Three hundred six papers were initially identified from Scopus and EBSCOhost databases from 2010 to 2022, from which 33 papers were selected for final analysis according to the defined inclusion and exclusion criteria. The research results show that the LMS most used for implementing AI solutions in education is Moodle and that AI has been most used for student performance assessment based on student data. Among the AI algorithms used, Random Forest, Neural Networks, K-means, Naive Bayes, Support Vector Machine, and decision trees stand out.","2166-0727","978-9-8933-3436-2","10.23919/CISTI54924.2022.9820205","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9820205","Systematic Literature Review (SLR);Artificial Intelligence (AI);Higher Education;Learning Management System (LMS)","Support vector machines;Systematics;Terminology;Bibliographies;Education;Neural networks;Decision trees","","8","","45","","14 Jul 2022","","","IEEE","IEEE Conferences"
"Dazzle: Using Optimized Generative Adversarial Networks to Address Security Data Class Imbalance Issue","R. Shu; T. Xia; L. Williams; T. Menzies","North Carolina State University, USA; North Carolina State University, USA; North Carolina State University, USA; North Carolina State University, USA",2022 IEEE/ACM 19th International Conference on Mining Software Repositories (MSR),"21 Jun 2022","2022","","","144","155","Background: Machine learning techniques have been widely used and demonstrate promising performance in many software security tasks such as software vulnerability prediction. However, the class ratio within software vulnerability datasets is often highly imbalanced (since the percentage of observed vulnerability is usually very low). Goal: To help security practitioners address software security data class imbalanced issues and further help build better prediction models with resampled datasets. Method: We introduce an approach called Dazzle which is an optimized version of conditional Wasserstein Generative Adversarial Networks with gradient penalty (cWGAN-GP). Dazzle explores the architecture hyperparameters of cWGAN-GP with a novel optimizer called Bayesian Optimization. We use Dazzle to generate minority class samples to resample the original imbalanced training dataset. Results: We evaluate Dazzle with three software security datasets, i.e., Moodle vulnerable files, Ambari bug reports, and JavaScript function code. We show that Dazzle is practical to use and demonstrates promising improvement over existing state-of-the-art oversampling techniques such as SMOTE (e.g., with an average of about 60% improvement rate over SMOTE in recall among all datasets). Conclusion: Based on this study, we would suggest the use of optimized GANs as an alternative method for security vulnerability data class imbalanced issues.","2574-3864","978-1-4503-9303-4","10.1145/3524842.3528437","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9796337","Security Vulnerability Prediction;Class Imbalance;Hyperparameter Optimization;Generative Adversarial Networks","Training;Computer architecture;Predictive models;Generative adversarial networks;Software;Data models;Security","","3","","69","","21 Jun 2022","","","IEEE","IEEE Conferences"
"Centrality Metrics from Students' Discussion Fora at Distance Education","E. Paxinou; E. Manousou; V. S. Verykios; D. Kalles","School of Science & Technology, Hellenic Open University, Greece; School of Humanities, Hellenic Open University, Greece; School of Science & Technology, Hellenic Open University, Greece; School of Science & Technology, Hellenic Open University, Greece","2023 14th International Conference on Information, Intelligence, Systems & Applications (IISA)","15 Dec 2023","2023","","","1","6","In this study, we applied the HITS algorithm, an advanced network-based algorithm that produces the metrics “Authority” and “Hub” to indicate the importance of the nodes (tutors and students) in a discussion forum network. By using this algorithm, we evaluated the tutors' and the students' authority and hub scores, as a result of their participation in the fora at an Open University Moodle platform. Through a graph representation and the use of the HITS algorithm, we located those students with the highest authority and hub scores, in an attempt to find correlations between those metrics and the students' performance and role, in the learning process. Our study intends to offer useful knowledge, especially in distance learning settings, where there is a lack of physical interaction between tutors and learners. Additionally, as the plethora of the existing data does not allow tutors to identify early and before the mid and final evaluations, the active students, the HITS algorithm spots those students for them. Our aim is to empower the forum community role in Distance Education by giving it a more student-centered profile, as the most active student could cooperate with their tutors and be the leaders to support their peers' effort for a more self-directed learning.","","979-8-3503-1806-7","10.1109/IISA59645.2023.10345914","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10345914","Distance Education;discussion forum;HITS algorithm;hub;authority;student-centered learning","Measurement;Computer aided instruction;Correlation;Shape;Education;Transforms;Turning","","3","","31","IEEE","15 Dec 2023","","","IEEE","IEEE Conferences"
"How Fantasy May Affect Student Engagement in Gamified Fully Online Classes: A Mixed-Method Study","S. Bai; K. F. Hew; D. E. Gonda","Department of Mathematics and Information Technology, The Education University of Hong Kong, Hong Kong SAR; Faculty of Education, The University of Hong Kong, Hong Kong SAR; Centre for the Enhancement of Teaching and Learning, The University of Hong Kong, Hong Kong SAR",2022 20th International Conference on Information Technology Based Higher Education and Training (ITHET),"2 Feb 2023","2022","","","1","6","Even though online learning has become the ‘new normal’ in many educational institutes around the world, its implementation is not always smooth sailing. Fully online learning often suffers from a lack of student engagement. It is therefore important for us to explore ways to alleviate student disengagement in online learning. In this study, we report the use of the goal-access-feedback-challenge-collaboration-fantasy (GAFCC-F) design model in online gamified classes. This mixed-method study examines the effects of exogenous and endogenous fantasies on student intrinsic motivation and course engagement. Study 1 was an exogenous fantasy embedded gamified online class where the plots and story have no association with the learning tasks on Moodle. Study 2 was an endogenous fantasy context where the plots could reflect the content of learning tasks. The results showed that the endogenous fantasy is more likely to improve student intrinsic motivation and course engagement than the exogenous fantasy context. Students immersed in the endogenous fantasy enjoyed doing the learning tasks more than the exogenous fantasy. Students’ perceptions of both types of fantasy were also explored.","2380-1603","978-1-6654-8908-9","10.1109/ITHET56107.2022.10031915","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10031915","exogenous fantasy;endogenous fantasy gamification;intrinsic motivation;course engagement","Training;Task analysis;Information technology","","3","","27","IEEE","2 Feb 2023","","","IEEE","IEEE Conferences"
"Autorregulate: An Alternative to Support Self-Regulation in MOOCs","J. Cerón; S. Baldiris; J. Quintero","VirtuaLab Research Group, Instituto Tecnológico del Putumayo, Mocoa, Colombia; Fundación Universitaria Tecnológico Comfenalco, Cartagena, Colombia; VirtuaLab Research Group, Instituto Tecnológico del Putumayo, Mocoa, Colombia",IEEE Access,"12 Feb 2024","2024","12","","20559","20573","Massive Online Courses (MOOCs) suffer from the high desertion of enrolled students due to different factors, including bad time management by the participants, lack of planning, lack of help-seeking, and poor self-monitoring of their actions in the learning process, which suggests that students do not self-regulate their learning. Diverse software tools have been created to support MOOC participants by favouring self-regulated learning (SRL). However, there is still a lack of knowledge regarding how the different SRL model could be effectively, supported by ICT tools, what model inform in a better way the design of new tools to support SRL process in online setting, how the support of SRL affect the students’ performance in a MOOC environment or what is the best way to integrally evaluate the impact of the tools supporting SRL. In this article, we introduce the design and development process of the Autorregulate tool, a web application that supports self-regulation of learning in MOOCs. This tool is developed within the framework of broader research employing research-based design (RBD) to create methodological and technological tools to facilitate self-regulation in MOOCs. Autorregulate supports seven learning self-regulation strategies: goal-setting, strategic planning, time management, help-seeking, self-monitoring, self-recording (Take Note), and self-assessment, considering the SRL model proposed by Zimmerman. The tool was evaluated in a MOOC created on Moodle, with 224 participants, over three evaluation dimensions: 1) Students SRL to measure the effect of the Autorregulate tool on the self-regulation of the participants’ learning; 2) Autorregulate tool’s usability and usefulness; and 3) Participants’ interactions within SRL services. Results show participants’ high level of self-regulation of learning after the intervention (M=4,3; SD=0,85) according to the online self-regulated learning questionnaire (OSLQ). On the other hand, 92% of participants considered the Autorregulate tool usable, and 97% considered the tool useful. Finally, results show SRL services are widely used by participants, especially those supporting the strategies with better performances by participants, according to OSLQ results. The findings of this study contribute to broadening the discussion regarding the use of ITC to support SRL on MOOCs.","2169-3536","","10.1109/ACCESS.2024.3361315","VirtuaLab Research Group, Technological Institute of Putumayo, Mocoa, Colombia; Comfenalco Technological University Foundation; Doctoral Scholarship of the Ministry of Science, Technology and Innovation of Colombia, Minciencias, Call 754 of 2016; Social Justice Repair Kit Project founded by OAK Foundation; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10418261","MOOC;self-regulated learning;RBD methodology","Electronic learning;Computer aided instruction;Writing;Education;Software tools;Task analysis;Regulation","","1","","55","CCBYNCND","1 Feb 2024","","","IEEE","IEEE Journals"
"Exploring the Design and Implementation of a Robotic-Coding Camp in Teacher Education","P. Y. Arslan; F. Kayali","Centre for Teacher Education, University of Vienna, Vienna, Austria; Centre for Teacher Education, University of Vienna, Vienna, Austria",2023 IEEE Frontiers in Education Conference (FIE),"5 Jan 2024","2023","","","1","5","This study focused on a bachelor- university-level course that aims to design and implement a robotic-coding camp to train pre-service teachers. Seventeen pre-service teachers participated in this study conducted in the Computational Empowerment Lab at the Center of Teacher Education at the University of Vienna. The researchers aimed to identify specific improvement strategies for in-service and pre-service teachers to enhance their pedagogical practices in designing a robotic-coding camp by promoting student critical thinking, computational thinking, and problem-solving competencies. Additionally, the study proposed to identify the relevant features of the camp's design and implementation that can promote practitioners' engagement and address the challenges they face. The course was offered during the summer semester of 2023. For the procedure of the study, pre-service teachers thought about a problem or situation using the phenomena-based learning method and explained the problem using mediating tools, including educational robots, 3D printers, laser-cutting, and creative Lego boxes, among others. At the end of the course, students developed their project, designed a prototype of a robotic-coding camp, and created digital stories as real-world basis problem statements for their project. Students' assignments and group work interactions, including forum discussions in Moodle, reflection papers, and hands-on activities, were used as data sources. Data collected and analyzed by qualitatively. Participatory action research was used as a research method. The results provide guidelines for how to design and implement robotic coding camps and digital stories for teachers who might want to implement a robotic camp in their future careers. In addition, the results suggest improvement strategies for designing robotic coding activities, including four action steps: (1) phenomenon-based problem statement, (2) visualizing the problem as a digital story, (3) finding a pattern in the problem and (4) creating the learning environment and coding. The most challenging part was the third step, in which participant had difficulty finding a pattern within the problem.","2377-634X","979-8-3503-3642-9","10.1109/FIE58773.2023.10343492","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10343492","robotic coding;digital storytelling;action research;participatory design;and computational thinking","Learning systems;Three-dimensional displays;Soft sensors;Prototypes;Encoding;Reflection;Problem-solving","","1","","27","IEEE","5 Jan 2024","","","IEEE","IEEE Conferences"
"Students’ Perception and Satisfaction on Technology-enhanced Active Student Engagement in Remote Teaching and Learning","R. Ahshan","Department of Electrical and Computer Engineering, Sultan Qaboos University, Muscat, Oman",2022 IEEE Global Engineering Education Conference (EDUCON),"11 May 2022","2022","","","1055","1061","This paper presents technology-enhanced Active Student Engagement (ASE) techniques for online teaching and learning during the COVID-19 epidemic. ASE techniques include interactive teaching strategies, student interactions, active learning techniques, social presence, and customized teaching pedagogies. Such methods were practiced using e-Learning platforms, such as Moodle, and other tools, such as Google Meet, Jamboard, Google Chat, Discussion Group, Google Meet Breakout Room, Mentimeter, and electronic writing devices. A customized structure using the aforementioned ASE techniques and tools was practiced for daily online classes for three consecutive semesters during the pandemic. The course instructor conducted surveys to evaluate the student’s perception and the level of satisfaction about the ASE techniques, tools, and scaffolding used for the Electrical Circuit Analysis I course at the end of each semester. The survey reveals that the practiced ASE techniques, tools, and customized structure are efficient and effective in active student engagement during online teaching. It also indicates several challenges that the students have faced during the online sessions.","2165-9567","978-1-6654-4434-7","10.1109/EDUCON52537.2022.9766628","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9766628","Technology-enhanced teaching and learning;active student engagement;active learning;online education;COVID-19","COVID-19;Electronic learning;Distance learning;Pandemics;Conferences;Education;Layout","","1","","21","IEEE","11 May 2022","","","IEEE","IEEE Conferences"
